latitude,longitude,zero,year,intensity,error
-89,166,0,2017,55604.38,152
-89,167,0,2017,55603.23,152
-89,168,0,2017,55601.85,152
-89,169,0,2017,55600.22,152
-89,170,0,2017,55598.36,152
-89,171,0,2017,55596.27,152
-89,172,0,2017,55593.94,152
-89,173,0,2017,55591.38,152
-89,174,0,2017,55588.59,152
-89,175,0,2017,55585.57,152
-89,176,0,2017,55582.31,152
-89,177,0,2017,55578.83,152
-89,178,0,2017,55575.11,152
-89,179,0,2017,55571.18,152
-89,180,0,2017,55567.01,152
-88,-180,0,2017,56278.97,152
-88,-179,0,2017,56269.97,152
-88,-178,0,2017,56260.53,152
-88,-177,0,2017,56250.66,152
-88,-176,0,2017,56240.36,152
-88,-175,0,2017,56229.63,152
-88,-174,0,2017,56218.48,152
-88,-173,0,2017,56206.91,152
-88,-172,0,2017,56194.92,152
-88,-171,0,2017,56182.52,152
-88,-170,0,2017,56169.72,152
-88,-169,0,2017,56156.5,152
-88,-168,0,2017,56142.89,152
-88,-167,0,2017,56128.88,152
-88,-166,0,2017,56114.49,152
-88,-165,0,2017,56099.7,152
-88,-164,0,2017,56084.53,152
-88,-163,0,2017,56068.99,152
-88,-162,0,2017,56053.07,152
-88,-161,0,2017,56036.79,152
-88,-160,0,2017,56020.14,152
-88,-159,0,2017,56003.14,152
-88,-158,0,2017,55985.79,152
-88,-157,0,2017,55968.08,152
-88,-156,0,2017,55950.04,152
-88,-155,0,2017,55931.66,152
-88,-154,0,2017,55912.95,152
-88,-153,0,2017,55893.91,152
-88,-152,0,2017,55874.56,152
-88,-151,0,2017,55854.89,152
-88,-150,0,2017,55834.92,152
-88,-149,0,2017,55814.64,152
-88,-148,0,2017,55794.07,152
-88,-147,0,2017,55773.2,152
-88,-146,0,2017,55752.06,152
-88,-145,0,2017,55730.63,152
-88,-144,0,2017,55708.94,152
-88,-143,0,2017,55686.98,152
-88,-142,0,2017,55664.76,152
-88,-141,0,2017,55642.29,152
-88,-140,0,2017,55619.58,152
-88,-139,0,2017,55596.62,152
-88,-138,0,2017,55573.44,152
-88,-137,0,2017,55550.03,152
-88,-136,0,2017,55526.4,152
-88,-135,0,2017,55502.56,152
-88,-134,0,2017,55478.51,152
-88,-133,0,2017,55454.27,152
-88,-132,0,2017,55429.83,152
-88,-131,0,2017,55405.21,152
-88,-130,0,2017,55380.42,152
-88,-129,0,2017,55355.45,152
-88,-128,0,2017,55330.33,152
-88,-127,0,2017,55305.04,152
-88,-126,0,2017,55279.61,152
-88,-125,0,2017,55254.04,152
-88,-124,0,2017,55228.34,152
-88,-123,0,2017,55202.51,152
-88,-122,0,2017,55176.56,152
-88,-121,0,2017,55150.51,152
-88,-120,0,2017,55124.35,152
-88,-119,0,2017,55098.09,152
-88,-118,0,2017,55071.74,152
-88,-117,0,2017,55045.32,152
-88,-116,0,2017,55018.82,152
-88,-115,0,2017,54992.25,152
-88,-114,0,2017,54965.63,152
-88,-113,0,2017,54938.96,152
-88,-112,0,2017,54912.24,152
-88,-111,0,2017,54885.49,152
-88,-110,0,2017,54858.72,152
